i,n_cfs,validity,proximity,sparsity,diversity,plausibility,actionability,wrong_dir_violations,immutable_violations
177,5,1.0,1.9690909090909092,0.0761904761904762,10.66,5.051234011427499,1.0,0.0,0.0
178,5,0.8,1.5424242424242423,0.0761904761904762,21.68,3.608714288968773,1.0,0.0,0.0
179,5,1.0,1.3739393939393938,0.0761904761904762,3.979999999999999,3.5699726748222824,1.0,0.0,0.0
180,5,0.6,1.656666666666667,0.0761904761904762,8.000000000000002,4.83104241718495,1.0,0.0,0.0
181,5,1.0,2.004848484848485,0.05714285714285714,2.0799999999999996,4.1519232958749495,1.0,0.0,0.0
182,5,0.8,1.4581818181818182,0.0761904761904762,10.22,5.630925308618542,1.0,0.0,0.0
183,5,0.8,2.3339393939393935,0.0761904761904762,20.440000000000005,3.6661454936378948,1.0,0.0,0.0
184,5,0.8,1.646060606060606,0.08571428571428572,2.439999999999999,2.835447584136724,1.0,0.0,0.0
185,5,1.0,1.427878787878788,0.0761904761904762,6.300000000000002,3.0985423788197637,1.0,0.0,0.0
186,5,1.0,1.8842424242424243,0.06666666666666667,2.62,2.7577006709612926,1.0,0.0,0.0
187,5,0.8,2.0936363636363637,0.08571428571428572,37.56,5.0512710632102396,1.0,0.0,0.0
188,5,0.4,2.3375757575757574,0.0761904761904762,17.520000000000003,2.8603843493451597,1.0,0.0,0.0
189,5,1.0,1.2827272727272727,0.06666666666666667,4.520000000000001,4.218036493873314,1.0,0.0,0.0
190,5,1.0,2.250909090909091,0.0761904761904762,26.880000000000003,5.384663825907219,1.0,0.0,0.0
191,5,1.0,2.4939393939393937,0.09523809523809523,30.660000000000004,3.613648121488256,1.0,0.0,0.0
192,5,1.0,1.3460606060606062,0.06666666666666667,7.160000000000001,3.4610455562112667,1.0,0.0,0.0
193,5,0.8,2.7378787878787874,0.09523809523809523,21.02,3.7111789722336797,1.0,0.0,0.0
194,5,1.0,1.8739393939393942,0.06666666666666667,9.579999999999998,4.39317255823258,1.0,0.0,0.0
195,5,1.0,2.1387878787878787,0.06666666666666667,5.159999999999999,3.2122020830970723,1.0,0.0,0.0
196,5,1.0,2.348484848484848,0.0761904761904762,13.919999999999998,3.2519151459941926,1.0,0.0,0.0
197,5,1.0,2.2696969696969695,0.08571428571428572,35.0,4.439141373915052,1.0,0.0,0.0
198,5,0.8,1.979090909090909,0.0761904761904762,23.119999999999997,3.686022293008048,1.0,0.0,0.0
199,5,0.6,2.2266666666666666,0.08571428571428572,10.92,3.9975996112569745,1.0,0.0,0.0
